"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N","HasSafetyRec","ReportType","OriginalPublishDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","EventID","Latitude","Longitude","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","ReportStatus","RepGenFlag","DocketUrl","DocketPublishDate",
"CEN23LA411","ACC","193081","2023-09-14T19:29:00Z","LIberty","Missouri","United States","","N853HT","FALSE","DirectorBrief","2024-04-04T04:00:00Z","Serious","0","1","0","The inflight fire and impact with terrain for reasons that could not be determined due to extensive fire damage.","","39.215762","-94.331614","RANS","S6","AIR","4MO4","","TRUE","1","","PERS","091","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193081","4/4/2024 5:00:00 PM",
"ERA23LA371","ACC","193065","2023-09-14T16:10:00Z","Cross Keys","New Jersey","United States","","N2880S","FALSE","DirectorBrief","2024-02-20T05:00:00Z","Serious","0","1","0","The pilot’s failure to maintain adequate airspeed during the banner pickup, which resulted in a low altitude aerodynamic stall/spin.","","39.705476","-75.033003","CESSNA","150G","AIR","17N","CROSS KEYS","FALSE","1","","BANT","091","Substantial","VMC","HIGH EXPOSURE INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193065","2/22/2024 6:00:00 PM",
"ERA23LA374","ACC","193083","2023-09-14T15:05:00Z","Cortland","New York","United States","","N5269G","FALSE","DirectorBrief","2023-11-09T05:00:00Z","None","0","0","0","The pilot's failure to maintain directional control while landing in a gusting crosswind, which resulted in a noseover. Contributing was the pilot’s lack of familiarity with the airplane.","","42.592642","-76.214883","CESSNA","305","AIR","N03","CORTLAND COUNTY-CHASE FLD","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193083","11/9/2023 6:00:00 PM",
"ANC23LA077","ACC","193070","2023-09-12T18:30:00Z","Palmer","Alaska","United States","","N95250","FALSE","DirectorBrief","2024-07-02T04:00:00Z","None","0","0","0","The pilot’s exceedance of the airplane’s critical angle of attack while maneuvering at low altitude, which resulted in an aerodynamic stall; loss of airplane control; and impact with terrain.","","61.6445","-148.68584","TAYLORCRAFT","BC12-D","AIR","","","FALSE","1","","PERS","091","Substantial","Unknown","","Completed","FALSE","","",
"ANC23LA075","ACC","193057","2023-09-12T14:15:00Z","Healy","Alaska","United States","","N34VV","FALSE","DirectorBrief","2024-04-04T04:00:00Z","None","0","0","0","The pilot’s selection of an unsuitable landing site, resulting in a nose over.","","64.16","-148.3","CESSNA","185","AIR","","","FALSE","1","","PERS","091","Substantial","VMC","Fly Denali INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193057","4/4/2024 5:00:00 PM",
"CEN23LA415","ACC","193115","2023-09-10T19:50:00Z","Moberly","Missouri","United States","","N4219T","FALSE","DirectorBrief","2024-03-21T04:00:00Z","None","0","0","0","The flight instructor’s inadequate fuel management that resulted in fuel starvation and a total loss of engine power during an approach for landing.","","39.418369","-92.438237","PIPER","PA-32-300","AIR","MBY","Omar N Bradley Airport","FALSE","1","NSCH","INST","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193115","3/21/2024 5:00:00 PM",
"ANC23LA073","ACC","193051","2023-09-10T13:45:00Z","Beluga","Alaska","United States","","N124UA","FALSE","DirectorBrief","2024-04-04T04:00:00Z","None","0","0","0","The pilot’s delayed go-around decision with insufficient runway remaining.","","61.276111","-151.78305","CESSNA","A185F","AIR","N/A","Capps Creek","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193051","4/4/2024 5:00:00 PM",
"WPR23LA339","ACC","193047","2023-09-08T20:28:00Z","Silverton","Washington","United States","","N350WW","FALSE","DirectorBrief","2024-04-30T04:00:00Z","None","0","0","0","The pilot’s failure to maintain visual reference and altitude while maneuvering over a lake during dusk conditions, which resulted in the helicopter impacting water.","","48.03041","-121.53615","EUROCOPTER FRANCE","AS350B2","HELI","","","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193047","4/30/2024 5:00:00 PM",
"CEN23LA406","ACC","193042","2023-09-08T18:41:00Z","Elk Grove Village","Illinois","United States","","N220KW","FALSE","DirectorBrief","2023-10-17T04:00:00Z","Serious","0","1","0","The pilot’s improper fuel planning, that resulted in a total loss of engine power due to fuel exhaustion, and a subsequent forced landing. Also causal was the pilot’s decision to go around with minimum fuel.","","42.038956","-88.006186","BEECH","B200","AIR","ORD","CHICAGO O'HARE INTL","FALSE","2","NSCH","POSI","091","Substantial","VMC","Onyx Flight, Inc","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193042","10/17/2023 5:00:00 PM",
"CEN23LA408","ACC","193044","2023-09-07T15:00:00Z","Berryville","Arkansas","United States","","N603CT","FALSE","DirectorBrief","2023-11-09T05:00:00Z","None","0","0","0","The pilot’s failure to maintain aircraft control during the attempted go-around.","","36.381342","-93.62454","FLIGHT DESIGN GMBH","CTSW","AIR","4M1","CARROLL COUNTY","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193044","11/9/2023 6:00:00 PM",
"CEN23LA404","ACC","193027","2023-09-07T12:00:00Z","Arcola","Texas","United States","","N8372F","FALSE","DirectorBrief","2023-11-09T05:00:00Z","None","0","0","0","The instructor’s failure to re-apply engine power during a power recovery after a practice autorotation which resulted in a hard landing.","","29.506268","-95.475832","MCDONNELL DOUGLAS HELICOPTER","369E","HELI","AXH","Houston Southwest","FALSE","1","","OWRK","PUBU","Substantial","VMC","CITY OF HOUSTON POLICE DEPARTMENT","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193027","11/9/2023 6:00:00 PM",
"WPR23LA355","ACC","193151","2023-09-07T10:47:00Z","Woodland","California","United States","","N234RA","FALSE","DirectorBrief","2023-12-07T05:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during the landing roll, which resulted in a ground loop.","","38.673876","-121.87207","AMERICAN CHAMPION AIRCRAFT","7GCBC","AIR","O41","WATTS-WOODLAND","FALSE","1","","PERS","091","Substantial","VMC","TOM EATON CONSULTING LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193151","12/7/2023 6:00:00 PM",
"DCA23LA445","ACC","193031","2023-09-07T02:32:00Z","Hebron","Kentucky","United States","","N37531","FALSE","DirectorBrief","2023-10-17T04:00:00Z","Serious","0","1","0","An inadvertent encounter with convectively induced turbulence (CIT) during descent.","","38.7509","-85.2676","BOEING","737-9","AIR","","","FALSE","2","SCHD","","121","None","VMC","UNITED AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193031","3/27/2024 6:00:00 PM",
"ERA23LA364","ACC","193025","2023-09-06T23:00:00Z","Norwood","Massachusetts","United States","","N400RW","FALSE","DirectorBrief","2023-12-13T05:00:00Z","None","0","0","0","The pilot’s failure to fly an appropriate glide path during the landing approach, which resulted in a collision with approach lights and the ground short of the intended runway.","","42.18348","-71.171337","PIPER","PA24","AIR","OWD","Norwood Memorial Airport","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193025","12/13/2023 6:00:00 PM",
"ERA23LA388","ACC","193280","2023-09-06T14:37:00Z","Fort Pierce","Florida","United States","","N81GX","FALSE","DirectorBrief","2024-07-24T04:00:00Z","None","0","0","0","The pilot’s inadequate fuel planning, which resulted in a total loss of engine power during cruise flight due to fuel exhaustion.","","27.47899","-80.53301","REMOS","GX","AIR","","","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193280","7/24/2024 5:00:00 PM",
"WPR23LA342","ACC","193058","2023-09-05T21:05:00Z","Santa Rosa","California","United States","","N2210R","FALSE","DirectorBrief","2024-04-30T04:00:00Z","None","0","0","0","The pilot’s failure to configure the landing gear during the landing approach.","","38.510517","-122.8098","CESSNA","T210H","AIR","STS","CHARLES M SCHULZ - SONOMA COUNTY","FALSE","1","NSCH","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193058","4/30/2024 5:00:00 PM",
"ANC23LA071","ACC","193005","2023-09-04T16:10:00Z","King Salmon","Alaska","United States","","N193AL, N97EL","FALSE","DirectorBrief","2024-07-24T04:00:00Z","Minor","0","0","1","The failure of both pilots to see and avoid while en route, which resulted in a midair collision.","","58.945431","-155.56252","BELL HELICOPTER TEXTRON CANADA, DEHAVILLAND","206L-4, DHC-2","HELI,AIR","","","FALSE,FALSE","1,1","NSCH","POSI,BUS","135,091","Substantial,Minor","VMC","Maritime Helicopters,ALASKAS ENCHANTED LAKE LODGE INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193005","7/24/2024 5:00:00 PM",
"ERA23LA363","ACC","193003","2023-09-04T10:31:00Z","Frankfort","Kentucky","United States","","N1WN","FALSE","DirectorBrief","2024-07-17T04:00:00Z","None","0","0","0","A total loss of engine power for reasons that could not be determined.","","38.184158","-84.899539","BEECH","A36","AIR","FFT","Captial City Airport","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193003","7/17/2024 5:00:00 PM",
"WPR23LA335","ACC","193012","2023-09-04T10:30:00Z","Marble Canyon","Arizona","United States","","N9328U","FALSE","DirectorBrief","2024-01-10T05:00:00Z","None","0","0","0","The pilot’s loss of airplane control after an encounter with windshear during takeoff which resulted in collision with terrain.","","36.810806","-111.64444","CESSNA","150M","AIR","L41","MARBLE CANYON","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193012","1/10/2024 6:00:00 PM",
"CEN23LA397","ACC","193001","2023-09-03T19:45:00Z","Falcon","Colorado","United States","","N467TE","FALSE","DirectorBrief","2024-06-28T04:00:00Z","Serious","0","1","1","The pilot’s failure to establish a proper airspeed before becoming airborne, which resulted in an inability to climb out of ground effect and subsequent hard landing. Contributing to the accident was high-density altitude.","","38.936804","-104.56666","Titanium Auto Gyro","Titanium Explorer","GYRO","KFLY","MEADOW LAKE","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193001","6/28/2024 5:00:00 PM",
"CEN23LA398","ACC","193009","2023-09-03T19:00:00Z","Crystal","Minnesota","United States","","N321BT","FALSE","DirectorBrief","2024-05-14T04:00:00Z","Minor","0","0","1","The pilot’s improper landing flare, which resulted in a bounced landing and an overstress fracture of the nose landing gear strut.","","45.064506","-93.352806","Van's Aircraft","RV-12","AIR","MIC","CRYSTAL","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193009","5/9/2024 5:00:00 PM",
"CEN23LA400","ACC","193016","2023-09-03T16:45:00Z","Eden Prairie","Minnesota","United States","","N5254D","FALSE","DirectorBrief","2024-01-25T05:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during a landing with a left crosswind.","","44.828102","-93.45626","CESSNA","172N","AIR","KFCM","Flying Cloud","FALSE","1","NSCH","PERS","091","Substantial","VMC","Inflight Pilot Training","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193016","1/25/2024 6:00:00 PM",
"ERA23LA389","ACC","193284","2023-09-03T12:50:00Z","Baltimore","Maryland","United States","","N74TR","FALSE","DirectorBrief","2023-12-13T05:00:00Z","None","0","0","0","The pilot’s failure to maintain control of the airplane during the aborted landing, which resulted in a collision with a taxiway light.","","39.325661","-76.413756","BELLANCA","17-30A","AIR","MTN","MARTIN STATE","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193284","12/13/2023 6:00:00 PM",
"ERA23LA391","ACC","193306","2023-09-03T09:30:00Z","Anderson","South Carolina","United States","","N192HH","FALSE","DirectorBrief","2024-01-25T05:00:00Z","Minor","0","0","1","The pilot’s failure to avoid trees during the descent for landing, resulting in substantial damage to the balloon.","","34.51806","-82.67222","BALLOON WORKS","FIREFLY 7","BALL","","","FALSE","0","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193306","1/25/2024 6:00:00 PM",
"ANC23LA069","ACC","192991","2023-09-02T20:10:00Z","Cordova","Alaska","United States","","N723AK","FALSE","DirectorBrief","2024-04-04T04:00:00Z","None","0","0","0","The pilot’s exceedance of the airplane’s critical angle of attack during landing, which resulted in an aerodynamic stall and loss of airplane control.","","60.494294","-145.48603","BELLANCA","8GCBC","AIR","CDV","Merle K Smith Airport","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192991","4/4/2024 5:00:00 PM",
"CEN23LA396","ACC","192997","2023-09-02T19:15:00Z","Neola","Iowa","United States","","N1374F","FALSE","DirectorBrief","2024-04-12T04:00:00Z","None","0","0","0","The pilot’s inadequate fuel planning and improper in-flight decision-making, which resulted in a total loss of engine power due to fuel exhaustion.","","41.448021","-95.631784","CESSNA","172G","AIR","KCBF","","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192997","4/12/2024 5:00:00 PM",
"CEN23LA394","ACC","192995","2023-09-02T05:54:00Z","Englewood","Colorado","United States","","N20818","FALSE","DirectorBrief","2023-10-17T04:00:00Z","Minor","0","0","2","An in-flight collision with multiple geese during initial climb.","","39.539747","-104.85135","TEXTRON AVIATION INC","172S","AIR","APA","CENTENNIAL","FALSE","1","","INST","091","Substantial","VMC","ATP USA","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192995","10/17/2023 5:00:00 PM",
"CEN23LA393","ACC","192994","2023-09-01T13:50:00Z","Plover","Wisconsin","United States","","N172SP","FALSE","DirectorBrief","2023-10-05T04:00:00Z","None","0","0","0","The pilot’s inadequate fuel management which resulted in a total loss of engine power due to fuel starvation.","","44.491106","-89.50839","CESSNA","R172K","AIR","","","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192994","10/5/2023 5:00:00 PM",
"WPR23LA332","ACC","193008","2023-09-01T13:00:00Z","Coolidge","Arizona","United States","","N440DM","FALSE","DirectorBrief","2024-01-04T05:00:00Z","None","0","0","0","The pilot's failure to extend the landing gear before landing.","","32.936024","-111.42647","PIPER","PA-34-200T","AIR","P08","Coolidge Municipal Airport","FALSE","2","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193008","1/4/2024 6:00:00 PM",
"WPR23LA333","ACC","193010","2023-08-31T19:15:00Z","Three Rocks","California","United States","","N61373","FALSE","DirectorBrief","2023-12-07T05:00:00Z","None","0","0","0","The airplane’s exceedance of the critical angle of attack, resulting in an aerodynamic stall and impact with terrain.","","36.44355","-120.31049","AYRES CORPORATION","S2R-T34","AIR","N/A","none - private farm strip","FALSE","1","","AAPL","137","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193010","12/7/2023 6:00:00 PM",
"CEN23LA392","ACC","192979","2023-08-31T16:13:00Z","Midlothian","Texas","United States","","N11648","FALSE","DirectorBrief","2024-01-04T05:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during landing which resulted in the right main landing gear collapse.","","32.458293","-96.912526","BELLANCA","7ECA","AIR","JWY","MID-WAY RGNL","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192979","1/4/2024 6:00:00 PM",
